x1,y
62332,2299
62333,4199
62334,4150
62335,4600
62336,3200
62337,1599
62338,2400
62339,25470
62340,3950
62341,5150
62342,4700
62343,12800
62344,19999
62345,30900
62346,8500
62347,16500
62348,12999
62349,3300
62350,8750
62351,5700
62352,11490
62353,10390
62354,15000
62355,1200
62356,4390
62357,6500
62358,8999
62359,6300
62360,10500
62361,1850
62362,1200
62363,4200
62364,8690
62365,4750
62366,1900
62367,12999
62368,15200
62369,9700
62370,6800
62371,5000
62372,12000
62373,2500
62374,12500
62375,2500
62376,3100
62377,3300
62378,3500
62379,13950
62380,28900
62381,1950
62382,3900
62383,3500
62384,33500
62385,1800
62386,18900
62387,3600
62388,16000
62389,3499
62390,1950
62391,5350
62392,6300
62393,14200
62394,15990
62395,3999
62396,6999
62397,2990
62398,7200
62399,25900
62400,1150
62401,2400
62402,3600
62403,16900
62404,15900
62405,2200
62406,26999
62407,8900
62408,2500
62409,2650
62410,13900
62411,5100
62412,4900
62413,4900
62414,21999
62415,1750
62416,23000
62417,1500
62418,2100
62419,2400
62420,2600
62421,5000
62422,2599
62423,2500
62424,7000
62425,4600
62426,6500
62427,2799
62428,1100
62429,4200
62430,3800
62431,1950
62432,12999
62433,5200
62434,9100
62435,4900
62436,12685
62437,1290
62438,17500
62439,12900
62440,4600
62441,1200
62442,27000
62443,2600
62444,1999
62445,13990
62446,20500
62447,16500
62448,12500
62449,9990
62450,21999
62451,3999
62452,11500
62453,8000
62454,4300
62455,4400
62456,7990
62457,9500
62458,6499
62459,6800
62460,21450
62461,7745
62462,10250
62463,2100
62464,11900
62465,3000
62466,1790
62467,8900
62468,16750
62469,2700
62470,6900
62471,18890
62472,11500
62473,4895
62474,2600
62475,9999
62476,2200
62477,2900
62478,6500
62479,1650
62480,12990
62481,9999
62482,4200
62483,4499
62484,1190
62485,2350
62486,11800
62487,3100
62488,1850
62489,1850
62490,1150
62491,3290
62492,13500
62493,14999
62494,6250
62495,1849
62496,5900
62497,3000
62498,5300
62499,1150
62500,4590
62501,8499
62502,4150
62503,18100
62504,6700
62505,9490
62506,10499
62507,8200
62508,2400
62509,18940
62510,5949
62511,2650
62512,4450
62513,6300
62514,37900
62515,6000
62516,7990
62517,15000
62518,14000
62519,12300
62520,8999
62521,3790
62522,7250
62523,2850
62524,3333
62525,6800
62526,13400
62527,2400
62528,2200
62529,13500
62530,2200
62531,1400
62532,4999
62533,19900
62534,18700
62535,23000
62536,15210
62537,5749
62538,2800
62539,1850
62540,1200
62541,8990
62542,3900
62543,1500
62544,12500
62545,6999
62546,3950
62547,1299
62548,4200
62549,7700
62550,5350
62551,4890
62552,2650
62553,3600
62554,5000
62555,1400
62556,2950
62557,8500
62558,10900
62559,18500
62560,6999
62561,1950
62562,5500
62563,1800
62564,5990
62565,4250
62566,8600
62567,11999
62568,4490
62569,3570
62570,10975
62571,10250
62572,12800
62573,15500
62574,1650
62575,9900
62576,1690
62577,12000
62578,6000
62579,2500
62580,1999
62581,1100
62582,6800
62583,5999
62584,3500
62585,6500
62586,6250
62587,2500
62588,8600
62589,7900
62590,11000
62591,11900
62592,12500
62593,26499
62594,2500
62595,6700
62596,2300
62597,5990
62598,6000
62599,1300
62600,18400
62601,9400
62602,8500
62603,21290
62604,21500
62605,7700
62606,6500
62607,1200
62608,14700
62609,4250
62610,2000
62611,16990
62612,5500
62613,13000
62614,7950
62615,3149
62616,10900
62617,2850
62618,1600
62619,1900
62620,6650
62621,10999
62622,35499
62623,35000
62624,8450
62625,2999
62626,2500
62627,1500
62628,9500
62629,14900
62630,1749
62631,4100
62632,1300
62633,1200
62634,3800
62635,19950
62636,6190
62637,2490
62638,19995
62639,1900
62640,6200
62641,13699
62642,9300
62643,6250
62644,3999
62645,3950
62646,6450
62647,7200
62648,22500
62649,2990
62650,9900
62651,3200
62652,15500
62653,5500
62654,18500
62655,11880
62656,5300
62657,3900
62658,2450
62659,6500
62660,6700
62661,2400
62662,5100
62663,24550
62664,5000
62665,6800
62666,22799
62667,4000
62668,1300
62669,18900
62670,3900
62671,2950
62672,16390
62673,2280
62674,6500
62675,3100
62676,17450
62677,1799
62678,1400
62679,7800
62680,9350
62681,2350
62682,8400
62683,17500
62684,1499
62685,12100
62686,15990
62687,2200
62688,25900
62689,6700
62690,1550
62691,26000
62692,1990
62693,9500
62694,2900
62695,3600
62696,10599
62697,1750
62698,18500
62699,2750
62700,1800
62701,8990
62702,10690
62703,2500
62704,3500
62705,2750
62706,10499
62707,4950
62708,21500
62709,21500
62710,3999
62711,10000
62712,16900
62713,10398
62714,23990
62715,2890
62716,2200
62717,2350
62718,7600
62719,16800
62720,2900
62721,3500
62722,4000
62723,4000
62724,2100
62725,2999
62726,3600
62727,12990
62728,5250
62729,8950
62730,29799
62731,18300
62732,3000
62733,24500
62734,13799
62735,4999
62736,1250
62737,4750
62738,28400
62739,2400
62740,3000
62741,6500
62742,3500
62743,7400
62744,9900
62745,6450
62746,5999
62747,2900
62748,12000
62749,19799
62750,1350
62751,4699
62752,14600
62753,6999
62754,1900
62755,9250
62756,5300
62757,4999
62758,2600
62759,5995
62760,6300
62761,5000
62762,1850
62763,11999
62764,2500
62765,16900
62766,3995
62767,8600
62768,1200
62769,4950
62770,2500
62771,4350
62772,4300
62773,1300
62774,6849
62775,9300
62776,14000
62777,3500
62778,7500
62779,2200
62780,10500
62781,14000
62782,12500
62783,21000
62784,3250
62785,1800
62786,12800
62787,4400
62788,3599
62789,7500
62790,18500
62791,7999
62792,4600
62793,2650
62794,3900
62795,25000
62796,24000
62797,10000
62798,20000
62799,13000
62800,9400
62801,3450
62802,1100
62803,11500
62804,2990
62805,3850
62806,1850
62807,3200
62808,14999
62809,11800
62810,1149
62811,13500
62812,2650
62813,7990
62814,8200
62815,5970
62816,15699
62817,10200
62818,4899
62819,2800
62820,4250
62821,9890
62822,2750
62823,1850
62824,6590
62825,6300
62826,1200
62827,23500
62828,9500
62829,7550
62830,2290
62831,4400
62832,5200
62833,3500
62834,12190
62835,3000
62836,1999
62837,7500
62838,9990
62839,12799
62840,3199
62841,10990
62842,16900
62843,3300
62844,18990
62845,7450
62846,16900
62847,5990
62848,2800
62849,3455
62850,6999
62851,5700
62852,28200
62853,5500
62854,8600
62855,1500
62856,3000
62857,11600
62858,3200
62859,11000
62860,1490
62861,7800
62862,3200
62863,12500
62864,21300
62865,18500
62866,2650
62867,12400
62868,2650
62869,1999
62870,4850
62871,12990
62872,9000
62873,3999
62874,6700
62875,2290
62876,2701
62877,1500
62878,17990
62879,3900
62880,1300
62881,3700
62882,1200
62883,19500
62884,3000
62885,1200
62886,1900
62887,6950
62888,10500
62889,5000
62890,7500
62891,29500
62892,13500
62893,1500
62894,1990
62895,3200
62896,2350
62897,23000
62898,9000
62899,3500
62900,1799
62901,4900
62902,2099
62903,3550
62904,3699
62905,3000
62906,5500
62907,2400
62908,17800
62909,2500
62910,5200
62911,10500
62912,33980
62913,6990
62914,1350
62915,2200
62916,6500
62917,1650
62918,4000
62919,11350
62920,5100
62921,12900
62922,2300
62923,22100
62924,3999
62925,5200
62926,16500
62927,5555
62928,4100
62929,1100
62930,1500
62931,3200
62932,2300
62933,1399
62934,8999
62935,9800
62936,17350
62937,4000
62938,3200
62939,5500
62940,2480
62941,18999
62942,2200
62943,7999
62944,2800
62945,6400
62946,8900
62947,3699
62948,4799
62949,2200
62950,5500
62951,6400
62952,17900
62953,3400
62954,8500
62955,8350
62956,6000
62957,14500
62958,2800
62959,7800
62960,6666
62961,3200
62962,6100
62963,10999
62964,11900
62965,13900
62966,9290
62967,1600
62968,4000
62969,4400
62970,9600
62971,4500
62972,2490
62973,12400
62974,5999
62975,7900
62976,6250
62977,2000
62978,1500
62979,6500
62980,8400
62981,7300
62982,3948
62983,12900
62984,3100
62985,8000
62986,29499
62987,10990
62988,3800
62989,4200
62990,36450
62991,12800
62992,3200
62993,4750
62994,15100
62995,7890
62996,7500
62997,15999
62998,8250
62999,23990
63000,37500
63001,2100
63002,2900
63003,15500
63004,3400
63005,1600
63006,4000
63007,6999
63008,3850
63009,2000
63010,6990
63011,19800
63012,2190
63013,5900
63014,3900
63015,9650
63016,6500
63017,9100
63018,6200
63019,2500
63020,18690
63021,4750
63022,3390
63023,3500
63024,10100
63025,1490
63026,4850
63027,1950
63028,1950
63029,5490
63030,1299
63031,12500
63032,10200
63033,2300
63034,14800
63035,5199
63036,5999
63037,9000
63038,7000
63039,2500
63040,11900
63041,2500
63042,21500
63043,4500
63044,2920
63045,10600
63046,7450
63047,6200
63048,4500
63049,7000
63050,2499
63051,1600
63052,4250
63053,7700
63054,12500
63055,2250
63056,14900
63057,5999
63058,5250
63059,17990
63060,7390
63061,6800
63062,8500
63063,2200
63064,3300
63065,8590
63066,6800
63067,3599
63068,3600
63069,11890
63070,4000
63071,1400
63072,3800
63073,2250
63074,6000
63075,1111
63076,10300
63077,11975
63078,18900
63079,5450
63080,2600
63081,16999
63082,7500
63083,4800
63084,1199
63085,1200
63086,3899
63087,3700
63088,2870
63089,33499
63090,15800
63091,2700
63092,4999
63093,7400
63094,23990
63095,9300
63096,17850
63097,2700
63098,1700
63099,2450
63100,2500
63101,4200
63102,25500
63103,27900
63104,10500
63105,4490
63106,32599
63107,8500
63108,3990
63109,23500
63110,8490
63111,2190
63112,13000
63113,8250
63114,10900
63115,6499
63116,1799
63117,9500
63118,8240
63119,16600
63120,8700
63121,8500
63122,3950
63123,3499
63124,34990
63125,14000
63126,2200
63127,1350
63128,6900
63129,2500
63130,14800
63131,4900
63132,8800
63133,5100
63134,7390
63135,2350
63136,4250
63137,16900
63138,26000
63139,4250
63140,15200
63141,3100
63142,1480
63143,17850
63144,2500
63145,7000
63146,2900
63147,5900
63148,5300
63149,11999
63150,16800
63151,4999
63152,17500
63153,3200
63154,1750
63155,3150
63156,8300
63157,8750
63158,23000
63159,11000
63160,6300
63161,3500
63162,12000
63163,25000
63164,3850
63165,6399
63166,2600
63167,7900
63168,6999
63169,10600
63170,1900
63171,1980
63172,3400
63173,3900
63174,4300
63175,4300
63176,6000
63177,1800
63178,5500
63179,1690
63180,4300
63181,5000
63182,12999
63183,37850
63184,9399
63185,1200
63186,3000
63187,7600
63188,5211
63189,9900
63190,9999
63191,1850
63192,12600
63193,12999
63194,4200
63195,4490
63196,2650
63197,22900
63198,16500
63199,1990
63200,19000
63201,12590
63202,4950
63203,5950
63204,1450
63205,6950
63206,3990
63207,7500
63208,1300
63209,2500
63210,26500
63211,1650
63212,6700
63213,4300
63214,7490
63215,12500
63216,19500
63217,2800
63218,22500
63219,11000
63220,6500
63221,14999
63222,2999
63223,2650
63224,3600
63225,17000
63226,8800
63227,3780
63228,3150
63229,7500
63230,8250
63231,8000
63232,2900
63233,5950
63234,7500
63235,18250
63236,1300
63237,4290
63238,6600
63239,5299
63240,2950
63241,1900
63242,2700
63243,2800
63244,3400
63245,6500
63246,2500
63247,4800
63248,10400
63249,4300
63250,19950
63251,4750
63252,9500
63253,2500
63254,4299
63255,32500
63256,9450
63257,1500
63258,12950
63259,4950
63260,10900
63261,12500
63262,4750
63263,12000
63264,6800
63265,10950
63266,4800
63267,7800
63268,2799
63269,4000
63270,1800
63271,6500
63272,3100
63273,2990
63274,7990
63275,5900
63276,1850
63277,8000
63278,1490
63279,1500
63280,3500
63281,20499
63282,8499
63283,9450
63284,4399
63285,11900
63286,2999
63287,23900
63288,4500
63289,3950
63290,1799
63291,21550
63292,10900
63293,5299
63294,4500
63295,22999
63296,16999
63297,1350
63298,2750
63299,1899
63300,8999
63301,13150
63302,15990
63303,1400
63304,2000
63305,3950
63306,13000
63307,1999
63308,9999
63309,8800
63310,21900
63311,1599
63312,6699
63313,1450
63314,4395
63315,6000
63316,11000
63317,13500
63318,6300
63319,13800
63320,4950
63321,11400
63322,8499
63323,2790
63324,20499
63325,6200
63326,5500
63327,6350
63328,12800
63329,8299
63330,5499
63331,19999
63332,3200
63333,4600
63334,5990
63335,11999
63336,17600
63337,1999
63338,3000
63339,1400
63340,1600
63341,21990
63342,1600
63343,6249
63344,2100
63345,28400
63346,1590
63347,7300
63348,6000
63349,24999
63350,3350
63351,7199
63352,2500
63353,6950
63354,10750
63355,7200
63356,11800
63357,2000
63358,17500
63359,14500
63360,12999
63361,3700
63362,2700
63363,4090
63364,2000
63365,14850
63366,12499
63367,30500
63368,2199
63369,15500
63370,5500
63371,1900
63372,2600
63373,5450
63374,12500
63375,3500
63376,2300
63377,7250
63378,2999
63379,29700
63380,2900
63381,6500
63382,1100
63383,4500
63384,30900
63385,3550
63386,1599
63387,6900
63388,22500
63389,13890
63390,5350
63391,5000
63392,1200
63393,2500
63394,23800
63395,21500
63396,11750
63397,2200
63398,2190
63399,9500
63400,1300
63401,2400
63402,1950
63403,3450
63404,4990
63405,4250
63406,16150
63407,13000
63408,2450
63409,9290
63410,9900
63411,2499
63412,7400
63413,5290
63414,24301
63415,3200
63416,1050
63417,2299
63418,3450
63419,4700
63420,2500
63421,11200
63422,2200
63423,6480
63424,9500
63425,2500
63426,4399
63427,5850
63428,3350
63429,1350
63430,2650
63431,3500
63432,5799
63433,2900
63434,1100
63435,7500
63436,10900
63437,2300
63438,2499
63439,15600
63440,18500
63441,9990
63442,1100
63443,10500
63444,13450
63445,2400
63446,4650
63447,5480
63448,2500
63449,1800
63450,3902
63451,30000
63452,9600
63453,5700
63454,2599
63455,3300
63456,2700
63457,1500
63458,1750
63459,2850
63460,7500
63461,4999
63462,2450
63463,2999
63464,11000
63465,5000
63466,4900
63467,1050
63468,3333
63469,28700
63470,5850
63471,8750
63472,2800
63473,12000
63474,11200
63475,3950
63476,3200
63477,4650
63478,3850
63479,4250
63480,2950
63481,2000
63482,12000
63483,2600
63484,5480
63485,11900
63486,7000
63487,14900
63488,5750
63489,21500
63490,12500
63491,1350
63492,6000
63493,1900
63494,1100
63495,2500
63496,8500
63497,8900
63498,2750
63499,5500
63500,3800
63501,19400
63502,2490
63503,1699
63504,11999
63505,12500
63506,2800
63507,10900
63508,2490
63509,7800
63510,13900
63511,2950
63512,5499
63513,11999
63514,5390
63515,14950
63516,1450
63517,4000
63518,1190
63519,22000
63520,2900
63521,2900
63522,4200
63523,1100
63524,5999
63525,3999
63526,15500
63527,11199
63528,17900
63529,1800
63530,1350
63531,1500
63532,10900
63533,2321
63534,2900
63535,29750
63536,1100
63537,5299
63538,1299
63539,4500
63540,14000
63541,22900
63542,19199
63543,1400
63544,6300
63545,2350
63546,2400
63547,1300
63548,3499
63549,6490
63550,5900
63551,8900
63552,2950
63553,1190
63554,8999
63555,2800
63556,15200
63557,8299
63558,2900
63559,28000
63560,6900
63561,4000
63562,7180
63563,1200
63564,11800
63565,3290
63566,6990
63567,5699
63568,1800
63569,10990
63570,3700
63571,11000
63572,1900
63573,7390
63574,4900
63575,2150
63576,1200
63577,4950
63578,12500
63579,7999
63580,1500
63581,34999
63582,2250
63583,12950
63584,6500
63585,6999
63586,3890
63587,11499
63588,2999
63589,14990
63590,4999
63591,1680
63592,2100
63593,8300
63594,4250
63595,9650
63596,3330
63597,12500
63598,2300
63599,14900
63600,5700
63601,10500
63602,8499
63603,13800
63604,2999
63605,4100
63606,6400
63607,2390
63608,3599
63609,6750
63610,8499
63611,11499
63612,10999
63613,7800
63614,13500
63615,6999
63616,3200
63617,2650
63618,9400
63619,5700
63620,3900
63621,3800
63622,4450
63623,5650
63624,14800
63625,13250
63626,3200
63627,3250
63628,6600
63629,1499
63630,9000
63631,29999
63632,35800
63633,3200
63634,6550
63635,3300
63636,3150
63637,3700
63638,26980
63639,3600
63640,2200
63641,13500
63642,5550
63643,1200
63644,3200
63645,11250
63646,4300
63647,15850
63648,5900
63649,4950
63650,4900
63651,7850
63652,21500
63653,6900
63654,5555
63655,5500
63656,1800
63657,2250
63658,8900
63659,18990
63660,3650
63661,1350
63662,2750
63663,20000
63664,4999
63665,2800
63666,1350
63667,5799
63668,6290
63669,4500
63670,9200
63671,1550
